OBJECTID,Column2,Column1,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date_,EandR,Map,USGS7_5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,FormationNew,species,Ammonite_,Type_,COUNT,N_F
575,563,419,2262,USA,WY,,Cretaceous,From sandstone 100-175 feet below the top of the Blair formation,Campanian,NA,,"NW1/4 sec. 31, T. 19, N., R. 104 W","Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,J. H. Smith,1959,,,,41.58496,-109.18977,,,02/18/2014,"Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,Blair,Baculites cf. B. aquilaensis,Y,Ammonite,1,N
576,143,142,4584,USA,WY,Fremont,Cretaceous,"Cody Shale, about 1.400 ft below top.",Campanian,NA,,"NE¼SW¼NW¼NE¼ sec. 36, T. 28 N., R. 90 W.",Baculites cf. B. aquilaensis Reeside,,T. E. Pettinga and M. W. Reynolds,1964,OF-64-10D,Whiskey Peak ,,42.36002,-107.53111,,,02/18/2014,Baculites cf. B. aquilaensis Reeside,,Cody,Baculites cf. B. aquilaensis Reeside,Y,Ammonite,1,F
577,156,156,5170,USA,WY,Carbon,Cretaceous,"Cody Shale, about 3,125 feet above base (about 1,700 feet above Niobrana)",Campanian,NA,,"East center NW¼NE¼SE¼ sec. 6, T. 26 N., R. 89 W.",Baculites cf. B. aquilaensis Reeside,,Reynolds,23933,OF-65-11D,Muddy gap,,42.2537,-107.50682,,,02/18/2014,Baculites cf. B. aquilaensis Reeside,,Cody,Baculites cf. B. aquilaensis Reeside,Y,Ammonite,1,F
578,168,169,5166,USA,WY,Carbon,Cretaceous,"Cody Shale, about 800 feet below Cody sandstone of Weimer and Guyton, about 45 feet below lower of two glauconitic sandstone",Campanian,NA,,"Center of NW¼NW¼NW¼ sec. 22 , T. 27 N.,R. 89 W.","Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Reynolds,9/27/1965,OF-65-11D,Muddy Gap,,42.30396,-107.46284,,,02/18/2014,"Baculites cf. B. aquilaensis Reeside, Haresiceras natronense Reeside",,Cody,Baculites cf. B. aquilaensis Reeside,Y,Ammonite,1,F
579,7691,964,5484,USA,WY,Carbon,Cretaceous,"Steele Shale, float from below Serrate (?) sandstone",Campanian,NA,,"SE¼NE¼SE¼ sec. 1, T. 24 N., R. 86 W.","Ostrea sp., Baculites cf. B. aquilaensis Reeside",,E. A. Merewether,8/25/1966,OF-66-13D,Wild Horse Mountain ,,42.07772,-107.04265,,,02/18/2014,"Ostrea sp., Baculites cf. B. aquilaensis Reeside",,Serrate,Baculites cf. B. aquilaensis Reeside,Y,Ammonite,1,F
580,351,174,4171,USA,WY,Natrona,Cretaceous,"Cody Shale, below the Fishtooth Sandstone",Campanian,NA,,"SW1/4 sec. 18, T. 39 N., R. 80 W.",Baculites cf. B. asper Morton,,J. R. Gill,22865,,,,43.34377,-106.50102,,,02/18/2014,Baculites cf. B. asper Morton,,Fishtooth,Baculites cf. B. asper Morton,Y,Ammonite,1,F
581,741,33,3407,USA,WY,Carbon,Cretaceous,Approximately 200 feet above base of tongue of Cody Shale in Mesaverde Formation,Campanian,NA,,"Somewhere near SW corner sec. 3, T. 35 N., R. 85 W.","Lucina sp., Baculites cf. B. gilberti Cobban",,A. D. Zapp,9/28/1961,"OF-61-3D, 5D",,,43.02813,-107.02429,,,02/18/2014,"Lucina sp., Baculites cf. B. gilberti Cobban",,Cody,Baculites cf. B. gilberti Cobban,Y,Ammonite,1,F
582,2361,244,4664,USA,WY,Natrona,Cretaceous,"Cody Shale, from sandy concretions 20 ft below top.",Campanian,NA,,"SE¼SW¼ sec. 30, T. 36 N, R. 85 W.","Ethmocardium whitei Dall, Baculites cf. B. gilberti Cobban",,Gill & Givens,1964,OF-64-13D,,,43.05692,-107.07775,,,02/18/2014,"Ethmocardium whitei Dall, Baculites cf. B. gilberti Cobban",,Cody,Baculites cf. B. gilberti Cobban,Y,Ammonite,1,F
583,257,273,4678,USA,WY,Washakie,Cretaceous,"Cody Shale, from very fine grained sandstone 200 ft below top.","Campanian, Middle",NA,,"NE¼ sec. 36, T. 44 N, R. 90 W.  ",Baculites cf. B. mclearni Landes,,J. R. Gill,8/21/1964,OF-64-12D,,,43.74455,-107.60033,,,02/18/2014,Baculites cf. B. mclearni Landes,,Cody,Baculites cf. B. mclearni Landes,Y,Ammonite,1,F
584,173,176,5576,USA,WY,Carbon,Cretaceous,"Cody Shale, float from higher than D4757","Campanian, Middle",NA,,"NW¼NW¼SW¼ sec. 20, T. 23 N., R. 79 W.",Baculites cf. B. mclearni Landes.,,J. R. Gill,24267,OF-66-8D,,,41.9496,-106.32527,PP 667,,02/18/2014,Baculites cf. B. mclearni Landes.,,Cody,Baculites cf. B. mclearni Landes.,Y,Ammonite,1,F
585,302,1025,3408,USA,WY,Carbon,Cretaceous,Thin sandstone in Cody Shale estimated 600 feet below base of Mesaverde Formation,"Campanian, Middle  80.04 MY",NA,,"Somewhere near quarter corner between secs. 3 and 4, T. 35 N., R. 85 W.,",Baculites cf. B. obtusus Meek,,A. D. Zapp,9/28/1961,"OF-61-3D, 5D",,,43.03358,-107.02662,,,02/18/2014,Baculites cf. B. obtusus Meek,,Cody,Baculites cf. B. obtusus Meek,Y,Ammonite,1,F
586,567,336,3409,USA,WY,Carbon,Cretaceous,Estimated 250 feet below base of Mesaverde Formation,"Campanian, Middle  80.04 MY",NA,,"Somewhere near SW corner sec. 34, T. 36 N., R. 85 W.",Baculites cf. B. obtusus Meek,Exitoloceras jenneyi,A. D. Zapp,9/28/1961,"OF-61-3D, 5D",,,43.04304,-107.02296,,,02/18/2014,Baculites cf. B. obtusus Meek,,Mesaverde,Baculites cf. B. obtusus Meek,Y,Ammonite,1,F
587,647,474,7117,USA,WY,Carbon,Cretaceous,Haystack Mountains Formation. From 190 ft below base of O'Brien Springs Sandstone Mbr.,"Campanian, Middle  80.04 MY",NA,,"NE1/4 SE1/4 sec. 1, T. 23 N., R. 87 W",Baculites cf. B. obtusus Meek,,E. A. Merewether,8/30/1969,OF-69-13D,Rawlins NW  ,,41.99161,-107.16049,,,02/18/2014,Baculites cf. B. obtusus Meek,,O'Brien,Baculites cf. B. obtusus Meek,Y,Ammonite,1,F
588,2442,257,4677,USA,WY,Washakie,Cretaceous,"Cody Shale, from soft sandstone 415 ft below top.","Campanian, Middle  80.04 MY",NA,,"NW¼ sec. 35, T. 44 N, R. 90 W.  ","Ostrea sp., Ethmocardium sp., Baculites cf. B. obtusus Meek",,J. R. Gill,8/22/1964,OF-64-12D,,,43.74416,-107.63001,,,02/18/2014,"Ostrea sp., Ethmocardium sp., Baculites cf. B. obtusus Meek",,Cody,Baculites cf. B. obtusus Meek,Y,Ammonite,1,F
589,9221,971,8908,USA,WY,Carbon,Cretaceous,"Steele Shale, from very fine grained calcareous sandstone ","Campanian, Middle  80.04 MY",NA,,"Near center NE1/4 NW1/4 sec. 8, T. 19 N., R. 79 W.","Pteria sp., Baculites cf. B. obtusus Meek (early form)",Cremnoceramus deformis-crassus-inconstans,E. A. Merewether ,7/22/1973,OER-73-15D,TL Ranch   ,,41.63846,-106.30151,,,02/18/2014,"Pteria sp., Baculites cf. B. obtusus Meek (early form)",,Steele,Baculites cf. B. obtusus Meek ,Y,Ammonite,1,F
590,928,977,4337,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",NA,,"SW¼NW¼SE¼ sec. 19, T. 20 N., R. 73 W.",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.69088,-105.62573,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,,Steele,Baculites cf. B. obtusus Meek & Hayden,Y,Ammonite,1,F
591,929,978,4338,USA,WY,Albany,Cretaceous,Steele Shale.,"Campanian, Middle  80.04 MY",NA,,"Center of SW¼ sec. 12, T. 20 N., R. 74 W",Baculites cf. B. obtusus Meek & Hayden,,H. McAndrews,1963,,,,41.71852,-105.65191,,,02/18/2014,Baculites cf. B. obtusus Meek & Hayden,,Steele,Baculites cf. B. obtusus Meek & Hayden,Y,Ammonite,1,F
592,1692,170,1742,USA,WY,Hot Springs,Cretaceous,"Cody shale, about 875 feet above the Niobrara zone",Campanian,NA,," SE1/4 sec. 35, T. 44 N., R. 93 W.  About 25 feet below well number 2","Crassatella sp., Scaphites sp., Baculites codyensis",,George H. Horn,"July, 1958",,,,43.73495,-107.98149,,,02/18/2014,"Crassatella sp., Scaphites sp., Baculites codyensis",,Cody,Baculites codyensis,Y,Ammonite,1,F
593,3871,457,3055,USA,WY,,Cretaceous,Gray sandstone in Hilliard shale about 975 feet below Lazeart sandstone.,,NA,,"NE1/4 sec. 28, T. 22 N., R. 116 W.","Baculites asper Morton, B. codyensis Reeside",,J.H. Smith,1961,0,,,41.86135,-110.58312,,,02/18/2014,"Baculites asper Morton, B. codyensis Reeside",,Hilliard,Baculites codyensis Reeside,Y,Ammonite,1,NA
594,136,135,4191,USA,WY,Big Horn,Cretaceous,"Cody Shale, 750 feet above base",Campanian,NA,,"NW1/4 SW1/4 sec. 10, T. 54 N., R. 95 W. Same locality as D4190 ","Baculites codyensis Reeside, Scaphites sp.",,"J. R. Gill, R. Vaughn",1962,,,,44.67116,-108.2862,,,02/18/2014,"Baculites codyensis Reeside, Scaphites sp.",,Cody,Baculites codyensis Reeside,Y,Ammonite,1,F
595,298,516,9255,USA,WY,Park,Cretaceous ,Lower part of Cody Shale,Campanian,NA,,"Rock Creek in the N1/2 SE1/4 NE1/4 sec. 8, T. 50 N., R. 104 W.",Baculites codyensis Reeside,,E.A Merewether ,8/874,OER-74-19D,Wapiti   ,,44.32348,-109.38077,,,02/18/2014,Baculites codyensis Reeside,,Cody,Baculites codyensis Reeside,Y,Ammonite,1,NA
596,385,378,3059,USA,WY,Lincoln,Cretaceous,From conglomeratic sandstone about 200 feet above middle member of Hilliard shale.,,NA,,"SE1/4NE1/4 sec. 28, T. 21 N., R. 116 W.","Baculites codyensis Reeside, Baculites asper Morton.",,W. W. Rubey,7/28/1961,0,Kemmerer,,41.77242,-110.58037,,,02/18/2014,"Baculites codyensis Reeside, Baculites asper Morton.",,Hilliard,Baculites codyensis Reeside,Y,Ammonite,1,NA
597,2995,517,9256,USA,WY,Park,Cretaceous ,Lower part of Cody Shale,Campanian,NA,,"Rock Creek in the NW1/4 NE1/4 SE1/4 sec. 8, T. 50 N., R. 104 W.","Phelopteria sp, Inoceramus sp, Anomia subquadrata Stanton, Crassatella sp, Pholadomya papyracea Meek and Hayden, Baculites codyensis Reeside, Scaphites sp, Crab",,E.A Merewether ,8/874,OER-74-19D,Wapiti   ,,44.3198,-109.38182,,,02/18/2014,"Phelopteria sp, Inoceramus sp, Anomia subquadrata Stanton, Crassatella sp, Pholadomya papyracea Meek and Hayden, Baculites codyensis Reeside, Scaphites sp, Crab",,Cody,Baculites codyensis Reeside,Y,Ammonite,1,NA
598,901,86,11950,USA,WY,Hot Springs,Cretaceous,Cody Shale,Campanian,NA,,"From 0.7 mile northwest of northwest corner of Albino Lake in NW1/4 sec. 36, T. 8 S., R. 3 E., ","Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",,R. G. Tysdal,1982,CMR-82-9D,Sphinx Mountain ,,45.09761,-111.30631,,,02/18/2014,"Inoceramus subquadratus Schlueter, Baculites codyensis Reeside ",,Cody,Baculites codyensis Reeside ,Y,Ammonite,1,NA
599,1412,140,2028,USA,WY,,Cretaceous,"Cody shale, about 1,150 feet above base",Campanian,NA,,"Murphy Dome oil field, about 300 feet north of well no. 9 in the NW1/4 SE1/4 NE1/4 sec. 1, T. 43 N., R. 92 W ","Pholadomya papyracea Meek and Hayden, Clioscaphites sp., Baculites codyensis Reeside (late form)",,G. H. Horn,21553,,,,43.72916,-107.84082,,,02/18/2014,"Pholadomya papyracea Meek and Hayden, Clioscaphites sp., Baculites codyensis Reeside (late form)",,Cody,Baculites codyensis Reeside ,Y,Ammonite,1,F
600,2863,373,1432,USA,WY,Big Horn,Cretaceous,From calc. septarian concretions 960 feet above base of Cody shale.,Campanian,NA,,"N½N½ sec, 29, T. 55 N., R. 95 W.","Nemodon sp., Parmicorbula ? Sp., Turritella sp., Baculites codyensis Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.72156,-108.31963,,,02/18/2014,"Nemodon sp., Parmicorbula ? Sp., Turritella sp., Baculites codyensis Reeside.",,Cody,Baculites codyensis Reeside.,Y,Ammonite,1,F
601,8912,399,3372,USA,WY,Carbon,Cretaceous,From limestone concretions in Steele - Mesaverde transition,Campanian,NA,,"SW1/4 NW1/4 NE1/4 sec. 18, T. 21 N., R. 78 W.","Inoceramus subcompressus Meek & Hayden, Baculites gilberti Cobban",,A. D. Zapp,22563,"OF-61-3D, 5D",,,41.79572,-106.21782,,,02/18/2014,"Inoceramus subcompressus Meek & Hayden, Baculites gilberti Cobban",,Steele,Baculites gilberti Cobban,Y,Ammonite,1,F
602,153,153,1741,USA,WY,Washakie,Cretaceous,"Cody shale, about 20 feet below 15-foot bentonite bed and  2,720 feet above the Niobrara zone",Campanian,NA,,"NE1/4 sec. 1, T. 43 N., R. 91 W.",Baculites haresi,,George H. Horn,7/29/1958,,,,43.72936,-107.72094,,,02/18/2014,Baculites haresi,,Cody,Baculites haresi,Y,Ammonite,1,F
603,267,286,1740,USA,WY,Washakie,Cretaceous,"Cody shale, in 15-foot bed of bentonite 2,740 feet above the Niobrara zone",Campanian,NA,,"SW1/4 sec. 34, T. 44 N., R. 90 W.",Baculites haresi,,George H. Horn,7/28/1958,,,,43.73705,-107.65025,,,02/18/2014,Baculites haresi,,Cody,Baculites haresi,Y,Ammonite,1,F
604,552,418,2261,USA,WY,,Cretaceous,From sandstone 100-175 feet below the top of the Blair formation,"Campanian, Lower about 81.7 MY",NA,,"NW1/4 sec. 6, T. 18 N., R. 104 W","Ostrea russelli, Cardium (Ethmocardium) whitei, baculites haresi, Glyptoxoceras rubeyi, Scaphites hippocrepis, Placenticeras planum",Scaphites hippocrepis,J. H. Smith,1959,,,,41.5714,-109.19016,,,02/18/2014,"Ostrea russelli, Cardium (Ethmocardium) whitei, baculites haresi, Glyptoxoceras rubeyi, Scaphites hippocrepis, Placenticeras planum",,Blair,baculites haresi,Y,Ammonite,1,N
605,562,419,2262,USA,WY,,Cretaceous,From sandstone 100-175 feet below the top of the Blair formation,Campanian,NA,,"NW1/4 sec. 31, T. 19, N., R. 104 W","Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,J. H. Smith,1959,,,,41.58496,-109.18977,,,02/18/2014,"Hardouinia taylori, Ostrea russelli, Baculites haresi, Baculites cf. B. aquilaensis, Glyptoxoceras rubeyi",,Blair,Baculites haresi,Y,Ammonite,1,N
606,572,420,2221,USA,WY,Sweetwater,Upper Cretaceous,From sandstone about 100 - 125 feet below top of Blair formation.,Campanian,NA,,"South of Winton in the SE1/4 SE1/4 sec. 5, T. 20 N., 104 W.","Cymella montanensis, Cardium (Ethmocardium) whitei, Baculites haresi, Baculites thomi, Placenticeras meeki",Scaphites hippocrepis,J. H. Smith,1959,,,,41.7346,-109.1581,PP 619,,02/18/2014,"Cymella montanensis, Cardium (Ethmocardium) whitei, Baculites haresi, Baculites thomi, Placenticeras meeki",,Blair,Baculites haresi,Y,Ammonite,1,N
607,790,540,1585,USA,WY,.Johnson,Cretaceous,Lower Shannon sandstone,Campanian,NA,,"Sec. 13, T. 49 N., R. 83 W. ",Baculites haresi,,H. A. Tourtelot,1956,,,,44.21637,-106.79094,,,02/18/2014,Baculites haresi,,Shannon,Baculites haresi,Y,Ammonite,1,F
608,797,1064,1584,USA,WY,.Johnson,Cretaceous,Upper Shannon sandstone,Campanian,NA,,"Sec.13, T. 49N., R. 83 W.",Baculites haresi,,H. A. Tourtelot,1956,,,,44.21637,-106.79094,,,02/18/2014,Baculites haresi,,Shannon,Baculites haresi,Y,Ammonite,1,F
609,906,951,485,USA,WY,Natrona,Cretaceous,Steele shale,Campanian,NA,,"Just north of U. S. Highway 20, miles west of Powder River","Baculites haresi, Scaphites hippoceras",,W. A. Cobban,7/13/1955,0,,,43.03603,-107.02129,,,02/18/2014,"Baculites haresi, Scaphites hippoceras",,Steele,Baculites haresi,Y,Ammonite,1,F
610,1722,175,13115,USA,WY,Johnson,Cretaceous,"Cody Shale, between level of D13116 and the lowest sampled bentonite ","Campanian, Lower about 81.7 MY",NA,,"Burnett Creek drainage NE1/4 NW1/4 sec. 13, T. 49 N., R. 83 W., Lat 44°13' 20, long 106°47' 40","Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,"Merewether, Cobban",6/18/1990,SPR-90-4D,Klondike,,44.22222,-106.79444,,,02/18/2014,"Inoceramus balticus Boehm, Baculites aquilaensis Reeside, B. haresi Reeside, Scaphites hippocrepis (DeKay) I? ",,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
611,108,104,4697,USA,WY,Hot Springs,Cretaceous,"Cody Shale, 1,330 ft below top.",Campanian,NA,,"NE¼SE¼ sec. 17, T. 44 N, R. 95 W. Roncco Mine",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.78023,-108.27819,PP 550 B,,02/18/2014,Baculites haresi Reeside,,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
612,109,105,4686,USA,WY,Washakie,Cretaceous,"Cody Shale, 1,400 ft below top.",Campanian,NA,,"NE¼NE¼ sec. 26, T. 44 N, R. 93 W.",Baculites haresi Reeside,,Gill & Givens,1964,OF-64-12D,,,43.75856,-107.97957,PP 550 B,,02/18/2014,Baculites haresi Reeside,,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
613,116,112,4194,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, 1,780 feet above base (215 feet above top of Niobrara Member )","Campanian, Lower about 81.7 MY",NA,,"N1/2 SE1/4 sec. 9, T. 54 N., R. 95 W. Same locality as D4192","Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",1962,,,,44.6707,-108.2934,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites hippocrepis (DeKay), Scaphites aquisgranensis Schluter, Parapuzosia bradyi Miller & Youngquist",,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
614,222,230,4181,USA,WY,Big Horn,Upper Cretaceous,"Cody Shale, from orange - brown sandy limestone concretions 160 feet above top of Niobrara Member",Campanian,NA,,"NE1/4 NW1/4 NW1/4 sec. 20, T. 49 N., R. 91 W.","Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",Scaphites hippocrepis,"J. R. Gill, R. Vaughn",7/28/1962,,,,44.2106,-107.8183,PP 619,,02/18/2014,"Baculites haresi Reeside, Scaphites aquisgranensis Schluter, Haresiceras montanaense (Reeside)",,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
615,522,351,2598,USA,WY,Sweetwater,Upper Cretaceous,"From 140-160 feet below top of Blair formation (1,040-1, 060 feet above base); 100 feet above top of main Scaphites hippocrepis zone.",Campanian,NA,NEBRASCENSIS,"NW1/4 sec. 6, T. 18 N., R. 104 W., ","Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside",,J. H. Smith,1960,0,,,39.9379,-105.2582,PP 619,,02/18/2014,"Inoceramus balticus Boehm, Baculites haresi Reeside, Scaphites hipppocrepis (DeKay), Scaphites aquilaensis Reeside, Placenticeras meeki Boehm, Eutrephoceras alcesense Reeside",,Blair,Baculites haresi Reeside,Y,Ammonite,1,F
616,1131,109,4682,USA,WY,Washakie,Upper Cretaceous,"Cody Shale, 1,560 ft below top.","Campanian, Lower about 81.7 MY",NA,,"SE¼NE¼SE¼ sec. 28, T. 44 N, R. 92 W.  ","Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",Scaphites hippocrepis,Gill & Givens,1964,OF-64-12D,,,43.753,-107.8987,"PP 550 B, PP 619",,02/18/2014,"Eutrephoceras alcesense Reeside, Baculites haresi Reeside, Scaphites hippocrepis (Dekay) (early form), Haresiceras montanaense (Reeside)",,Cody,Baculites haresi Reeside,Y,Ammonite,1,F
617,3401,54,4634,USA,WY,Park,Cretaceous,Base of Elk Basin Sandstone.,Campanian,NA,,"NW¼SW¼SE¼ sec. 26, T. 58 N, R. 103 W., Same locality as G64-19-3","Inoceramus sp., Baculites haresi Reeside",,Gill and Cobban,9/21/1964,OF-64-14D,,,44.97414,-109.27089,,,02/18/2014,"Inoceramus sp., Baculites haresi Reeside",,Elk Basin,Baculites haresi Reeside,Y,Ammonite,1,NA
618,7416,32,2594,USA,WY,Sweetwater,Cretaceous,Approximately 100-150 feet below top of Rock Springs formation.,Campanian,NA,,"SE1/4 sec. 14, T. 17 N., R. 105 W., Sweetwater Co., WY.","Ostrea russelli Landes, Cymella montanensis Henderson, Ethmocardium whitei Dall, Legumen ellipticum Conrad, Medionapus? Sp., Baculites haresi Reeside, Placenticeras syrtale (Morton)",,J. H. Smith,1960,0,,,41.44841,-109.21915,,,02/18/2014,"Ostrea russelli Landes, Cymella montanensis Henderson, Ethmocardium whitei Dall, Legumen ellipticum Conrad, Medionapus? Sp., Baculites haresi Reeside, Placenticeras syrtale (Morton)",,Rock Springs,Baculites haresi Reeside,Y,Ammonite,1,N
619,7475,893,2571,USA,WY,,Cretaceous,"Rock Springs formation, 700-735 feet above base.",Campanian,NA,,"SE1/4NW1/4SW1/4 sec. 13, T. 17 N., R. 105 W.","Ostrea russelli Landes, Ethmocardium whitei Dall, Legumen ellipticum Conrad, Tellina equilateralis Meek and Hayden, Leptosolen biplicatus Conrad, Baculites haresi Reeside, Placenticeras syrtale (Morton)",,J. H. Smith,21920,0,,,41.44925,-109.21072,,,02/18/2014,"Ostrea russelli Landes, Ethmocardium whitei Dall, Legumen ellipticum Conrad, Tellina equilateralis Meek and Hayden, Leptosolen biplicatus Conrad, Baculites haresi Reeside, Placenticeras syrtale (Morton)",,Rock Springs,Baculites haresi Reeside,Y,Ammonite,1,N
620,532,353,6405,USA,WY,Sweetwater,Cretaceous,From 15  ft below the basal sandstone of Blair Formation .,Campanian,NA,,"NE¼NE¼ sec.30 , T. 19N . , R. 102 W .","Inoceramus sp . ,baculites haresi Reeside , Scaphites sp .",,James R . Gill,24723,OF-67-7D,,,41.60103,-108.94781,,,02/18/2014,"Inoceramus sp . ,baculites haresi Reeside , Scaphites sp .",,Blair,baculites haresi Reeside ,Y,Ammonite,1,N
621,2883,375,1434,USA,WY,Big Horn,Cretaceous,"From calc. septarian concretions that forming a ledge 1,950 feet above base of Cody shale.","Campanian, Lower about 81.7 MY",NA,,"NE¼NW¼ sec. 29, T. 55 N., R. 95 W. Same locality as D 1433.","Inoceramus aff. I. subcompressus Meek & Hayden, Placenticeras meeki Boehm, Scaphites hippocrepis (Dekay), Baculites haresi Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.71368,-108.31747,,,02/18/2014,"Inoceramus aff. I. subcompressus Meek & Hayden, Placenticeras meeki Boehm, Scaphites hippocrepis (Dekay), Baculites haresi Reeside.",,Cody,Baculites haresi Reeside.,Y,Ammonite,1,F
622,112874,374,1433,USA,WY,Big Horn,Cretaceous,"From calc. septarian concretions that form a ledge 1,940 feet above the base of Cody shale.",Campanian,NA,,"NE¼NW¼ sec. 29, T. 55 N., R. 95 W.","Inoceramus cf. I. Proximus Tuomey, Eutrephoceras alcesense Reeside, Scaphites aquilaensis Reeside Baculites haresi Reeside.",,Robert L. Rioux,1957,,North Emblem Reservoir,,44.72177,-108.32688,,,02/18/2014,"Inoceramus cf. I. Proximus Tuomey, Eutrephoceras alcesense Reeside, Scaphites aquilaensis Reeside Baculites haresi Reeside.",,Cody,Baculites haresi Reeside.,Y,Ammonite,1,F
623,5571,11,1674,USA,WY,Washakie,Cretaceous,About 200 feet above base of Mesaverde formation,Campanian,NA,,"NE¼NW¼ sec. 26, T. 44 N., R. 92 W.","Inoceramus n. sp., Baculites haresi.",,G. H. Horn,1957,,,,43.76041,-107.86942,PP 550 B,,02/18/2014,"Inoceramus n. sp., Baculites haresi.",,Mesaverde,Baculites haresi.,Y,Ammonite,1,F
624,2611,280,8482,USA,WY,Natrona,Cretaceous,"Cody Shale, higher than D8481",Campanian,NA,,"NW1/4NW1/4Nw1/4SW1/4 sec. 36, T. 39N., R. 83 W.",Baculites mariasensis Cobban,,E. A. Merewether,26306,OER-72-3D,Big Sulfur Draw  ,,43.30338,-106.76324,,,02/18/2014,Baculites mariasensis Cobban,,Cody,Baculites mariasensis Cobban,Y,Ammonite,1,F
