Column1,X,Dnum,Country,State,County,Age,Formation,Stage,Age_Date,AmmoniteZone,LocDescr,Resume_of_Fauna,IndexFossil,Collector,Date,EandR,Map,USGS7.5,Lat_Pub,Long_Pub,Reference,Comments,last_modified,Orig_Resume_Fauna,FieldNum,species
133,496,4782,USA,WY,Washakie,Cretaceous,Upper Cody Shale,Campanian,NA,,"NW¼ sec. 28, T. 47N., R. 90W.",Baculites ,Scaphites hippocrepis,Gill & Givens,8/24/1964,,,,44.01995,-107.66153,,,02/18/2014,Baculites ,,Baculites 
405,1473,1315,USA,WY,Natrona,Cretaceous,"Steele shale, about 100' above Shannon ss, member and 3165' below base of Teapot sandstone",Campanian,NA,,"SW¼NW¼SE¼ sec. 33, T. 33 N., R. 82 W.",Baculites ,,"Horn, Richardson, Cobban, Rioux, Van Sickle, McAndrews, Cserna",05/07/1957,,,,42.78241,-106.68112,,,02/18/2014,Baculites ,7,Baculites 
421,1556,969,USA,WY,Natrona,Cretaceous,Upper part of Steele shale - about 200 feet below Parkman sandstone.,Campanian,NA,,"Sec.22,T.31 N.,R.82 W.",Baculites ,,"H.A.Tourtelot , R.M.Tourteson",7/18/1956,,,,42.64029,-106.64824,,,02/18/2014,Baculites ,TO-56-4-1,Baculites 
505,1836,767,USA,WY,Natrona,Cretaceous,Lewis shale.,Maastrichtian,NA,,"8.0 miles north of Casper ,on east side of U.S.Highway 87, SE1/4NW1/4SE1/4SW1/4 sec.28,T.35N.,R.69W.",Baculites ,Baculites eliasi,W.A. Cobban,              9/10/55,0,The Reefs,,42.96764,-106.33121,,,02/18/2014,Baculites ,,Baculites 
787,2778,2912,USA,WY,Niobrara,Upper Cretaceous,"Pierre Shale,  about 200' below top of Red Bird  Mbr.",Campanian,NA,,"NW1/4NE1/4 sec. 23, T. 38 N., R. 62 W.",Baculites ,,W.A. Cobban,7/20/1959,0,Red Bird section,,43.26086,-104.26978,PP 393,,02/18/2014,Baculites ,,Baculites 
867,2913,1025,USA,WY,Niobrara,Cretaceous,"Pierre shale , gray calcareous concretions at base of Kara member and 806 feet below top Pierre ",Campanian,NA,,"0.7 mile southeast of U.S.Highway 85,2.3 miles southwest of bridge over Mule Creek , near center of south line of sec.24,T.39N.,R.62W.. Same locality as D1019",Baculites ,,W.A. Cobban,9/30/1956,0,,,43.33537,-104.25424,,,02/18/2014,Baculites ,46,Baculites 
868,2916,1028,USA,WY,Niobrara,Cretaceous,"Pierre shale , from gray limestone concretion 622 -686 ft below top ",Campanian,NA,,"0.7mile southeast of U.S.Highway 85, 2.3 miles southwest of bridge over Mule Creek, near center of south line of sec.24,T.39N.,R.62W.,  .Same locality as D1019.",Baculites ,Baculites eliasi,W.A. Cobban,9/30/1956,0,,,43.33537,-104.25424,,,02/18/2014,Baculites ,53,Baculites 
502,1818,968,USA,WY,Carbon,Cretaceous,Sandstone bed at base of Lewis shale,Maastrichtian,NA,,"Pine Tree Gulch ,4.5 miles north- northeast of Como, in the NE1/4NE1/4 sec .13,T.23 N.,R.80W.",Baculites  ,Baculites eliasi,"H.A.Tourtelot , R.M.Tourteson",7/16/1956,,Saddleback Hill ,,41.97048,-106.34782,,,02/18/2014,Baculites  ,TO-56-1-1,Baculites  
852,2893,1032,USA,WY,Niobrara,Cretaceous,"Pierre shale ,from brown -weathering calcareous  concretions 412-422 feet below top ","Mastrichtian, Lower. about 70.5 MY",NA,,"About a mile southeast of U.S.Highway 85 in NW1/4 sec.25,T.39 N.,R.62 W., ",Baculites  baculus ,,W.A. Cobban,9/30/1956,0,,,43.33125,-104.25768,,,02/18/2014,Baculites  baculus fauna,1,Baculites  baculus 
537,1918,3238,USA,WY,Natrona,Cretaceous,Dark-gray limestone concretions in Steele Shale 30-40 feet above Shannon Sandstone Member.,Campanian,NA,,"NE1/4 sec. 5, T. 39 N., R. 78 W.",Baculites  sp.,,J. G. Gill,8/10/61; 1960,0,Edgerton,,43.38154,-106.23775,,,02/18/2014,Baculites  sp.,,Baculites  sp.
26,130,4927,USA,WY,Sweetwater,Cretaceous,"Blair Fm.,  from upper part.",Campanian,NA,,"SE¼SE¼NE¼sec. 6, T. 18N., R. 104W.",Baculites aquilaensis,,J. R. Gill,07/09/1965,,,,41.5678,-109.1775,,,02/18/2014,Baculites aquilaensis,,Baculites aquilaensis
503,1819,3817,USA,WY,Carbon,Cretaceous,Sandy beds near top of Steele Shale,"Campanian, middle",NA,,"End of spur in SE1/4 SW1/4 SE1/4 sec. 31, T. 27 N., R. 79 W.",Baculites asperiformis,,E. N. Harshman,1962,,,,42.26077,-106.34737,,,02/18/2014,Baculites asperiformis,,Baculites asperiformis
614,2231,6521,USA,WY,Laramie,Cretaceous,Lower part of Pierre Shale,"Campanian, middle",NA,,"NE¼NW¼ sec.26, T. 17 N.., R. 70 W",Baculites asperiformis,,"Gill, Brown, Cobban.",8/13/1968,,Horse Creek,,41.42213,-105.20395,,,02/18/2014,Baculites asperiformis,,Baculites asperiformis
538,1919,14221,USA,WY,Natrona,Cretaceous,Upper part of Cody Shale,Campanian,NA,,"Gully in the NE1/4 sec. 32, T. 39N., R. 78W.",Baculites asperitormis,,R. Burkholder & W.A. Cobban,06/04/1967,,Hermosa NW,,43.30952,-106.23712,,,02/18/2014,,,Baculites asperitormis
794,2791,2117,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from grown limestone concretions 486' below top","Mastrichtian, Lower. about 70.5 MY",NA,,"NW1/4 NE1/4 NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W.  Same locality as D1983",Baculites baculus,,W. A. Cobban,7/24/1959,,Red bird section,,43.26914,-104.26922,PP 393,,02/18/2014,Baculites baculus,,Baculites baculus
870,2920,1018,USA,WY,Niobrara,Cretaceous,"Pierre shale ,brownish calcareous concretion about 412-422 feet below top .","Mastrichtian, Lower. about 70.5 MY",NA,,"South side of U.S.Highway 85, 2.1 miles southwestof bridge over Mule Creek ,near center of N1/2 sec.24,T.39 N.,R. 62W.",Baculites baculus ,Baculites baculus,W.A. Cobban,9/28/1956,0,,,43.345,-104.25369,,,02/18/2014,Baculites baculus fauna,,Baculites baculus 
60,228,2220,USA,WY,Sweetwater,Cretaceous,Near top of Fox Hills sandstone 75' below Lance contact.,"Maastrichtian, Lower. 69.57 MY",NA,,"10 miles north of Point of Rocks. Road intersection in NW1/4 SE1/4 sec. 23, T. 21 N., R. 101 W.",Baculites clinolobatus,Baculites clinolobatus,R. Weimer,1959,,,,41.77756,-108.80812,,,02/18/2014,Baculites clinolobatus,,Baculites clinolobatus
70,258,361,USA,WY,Sweetwater,Cretaceous,"Lewis shale, about 150' below top. From ferruginous concretions in dark shale","Maastrichtian, Lower. 69.57 MY",NA,,"Hills about 0.2 miles south of U.S. Highway 30, 2.0 miles southeast of bridge over Ten Mile Creek and 4.0 miles southeast of Point of Rocks, NW1/4 sec. 5, T. 19 N., R. 100 W.",Baculites clinolobatus,Baculites grandis,W. A. Cobban,4/29/1955,0,,,41.65522,-108.71295,,,02/18/2014,Baculites clinolobatus,,Baculites clinolobatus
598,2158,1447,USA,WY,Converse,Cretaceous,"Fox Hills sandstone, From upper part.","Maastrichtian, Lower. 69.57 MY",NA,,"At west and south sides of pit dug for storage tank no. 381 at Continental Oil Company's tank farm ½ mile southwest of Glenrock, SW¼ SW¼NW¼ sec. 5, T. 33 N., R. 75 W., Converse Co., WY.",Baculites clinolobatus,Baculites clinolobatus,W. A. Cobban,08/11/1957,,Parkerton,,42.85983,-105.8796,,,02/18/2014,Baculites clinolobatus,,Baculites clinolobatus
900,2973,450,USA,WY,Weston,Cretaceous,"Pierre shale, from silty beds near top","Maastrichtian, Lower. 69.57 MY",NA,,"Beside U. S. Highway 85, 0.2 mile south of bridge over Cheyenne River, E1/2 SW 1/4 sec. 21, T. 40 N., R. 61 W. ",Baculites clinolobatus,Baculites clinolobatus,W. A. Cobban,9/24/1955,0,,,43.42624,-104.19615,,,02/18/2014,Baculites clinolobatus,,Baculites clinolobatus
700,2506,13172,USA,WY,Niobrara,Cretaceous,"Pierre Shale, from gray and brown limestone concretions ","Maastrichtian, Lower. 69.57 MY",NA,,"South side of Highway 270 in NW1/4 SW1/4 NE1/4 sec. 33, T. 36 N., R. 64 W.",Baculites clinolobatus ,,Cobban,5/13/1991,0,Rabbit Mts. ,,43.05528,-104.54698,,,02/18/2014,Baculites clinolobatus ,,Baculites clinolobatus 
702,2511,13173,USA,WY,Niobrara,Cretaceous,"Pierre Shale, from gray and brown limestone concretions ","Maastrichtian, Lower. 69.57 MY",NA,,"West side of Twentyeight Road in NW1/4 SE1/4 NW1/4  sec. 34, T. 36 N., R. 64 W.",Baculites clinolobatus ,,Cobban,5/13/1991,0,Rabbit Mts ,,43.05475,-104.53241,,,02/18/2014,Baculites clinolobatus ,,Baculites clinolobatus 
780,2765,1986,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from limestone concretions 300' below top.","Maastrichtian, Lower. 69.57 MY",NA,,"NW1/4 NW1/4 SE1/4 sec.14, T. 38 N., R. 62 W., Niobrara co., Wyo",Baculites clinolobatus ,,"J. R. Gill, W. J. Mapel, C. S. Robinson, H. A. Tourtelot, W. A. Cobban",May 1958 and 8/6/58,"F-57-20D, F-58-18D",Redbird Section,Bowen Flat,43.27132,-104.27296,PP 393,,02/18/2014,Baculites clinolobatus fauna,RB-19,Baculites clinolobatus 
859,2900,1040,USA,WY,Niobrara,Cretaceous,"Pierre shale ,from gray and brown calcareous concretions 153-178 feet below top","Maastrichtian, Lower. 69.57 MY",NA,,"About a mile southeast of U.S.Highway 85 ,in NW1/4 sec.25,T.39N.,R.62W. Same locality as D1032",Baculites clinolobatus  ,Baculites clinolobatus,W.A. Cobban,9/29/1956,0,,,43.33125,-104.25768,,,02/18/2014,Baculites clinolobatus  ,16,Baculites clinolobatus  
865,2909,1021,USA,WY,Niobrara,Cretaceous,"Pierre shale ,brown- weathering calcareous concretions 993-996feet below top .",Campanian,NA,,"0.7 mile southeast of U.S.Highway 85, 2.3 miles southwest of bridge over Mule Creek ,near center of south line of sec.24,T.39 N.,R.62W.,  .Same locality as D1019.",Baculites corrugatus ,,W.A. Cobban,9/30/1956,0,,,43.33537,-104.25424,,,02/18/2014,Baculites corrugatus ,35,Baculites corrugatus 
566,2067,75,USA,WY,Albany,Cretaceous,Sandstone in Mesaverde formation,Campanian,NA,,"20 miles west of Laramie, on south side of west trending spur off Table Mountain, in the SW1/4 NE1/4 sec.12, T.15N., R.77W.",Baculites corrugatus fauna,Didymoceras stevensoni,"G.R. Scott, R. Van Horn, R. Colton, W.R. Hansen",10/10/1954,"EG-54-3D, 4D",Laramie ,,41.28482,-105.98264,,,02/18/2014,Baculites corrugatus fauna,,Baculites corrugatus fauna
168,625,8840,USA,WY,Carbon,Cretaceous,"Lewis Shale, from limestone concretions about 100 ft above base ","Campanian, Upper. about 71.0 MY",NA,,"Sec. 14, T. 14 N., R. 90 W.",Baculites eliasi,Baculites eliasi,C.S.V.Barclay,1973,,Brown's Hill  ,,41.18469,-107.48919,,,02/18/2014,Baculites eliasi,,Baculites eliasi
550,1981,2091,USA,WY,Natrona,Cretaceous,Lower part of Lewis shale,"Campanian, Upper. about 71.0 MY",NA,,"Northeast of East Teapot oil field, north of road, in SW1/4 sec. 24, T. 39 N., R. 78 W.",Baculites eliasi,,W. A. Cobban,5/20/1959,,,,43.33167,-106.16991,,,02/18/2014,Baculites eliasi,,Baculites eliasi
586,2118,2145,USA,WY,Albany,Cretaceous,"Lewis shale, 745 - 785' above base","Campanian, Upper. about 71.0 MY",NA,,"3.7 miles east-southeast of Rock River in north-central part of sec. 15, T. 20 N., R. 76 W.",Baculites eliasi,Baculites eliasi,"D. L. Eicher, J. C. Stephens",08/01/1959,,Rock River,,41.71204,-105.91777,,,02/18/2014,Baculites eliasi,,Baculites eliasi
687,2470,13171,USA,WY,Niobrara,Cretaceous,"Pierre Shale, from gray and brown limestone concretions ","Campanian, Upper. about 71.0 MY",NA,,"West side of Highway 272 near center of E1/2 sec. 26, T. 36 N., R. 65 W.",Baculites eliasi,,Cobban,5/13/1991,0,Rabbit Mts. ,,43.0672,-104.62337,,,02/18/2014,Baculites eliasi,,Baculites eliasi
748,2702,2158,USA,WY,Niobrara,Cretaceous,"Pierre shale, from gray limestone concretions probably above Kara member","Campanian, Upper. about 71.0 MY",NA,,"Just west of US highway 85 NE1/4 SE1/4 sec. 12, T. 36 N., R. 63 W.",Baculites eliasi,,W. A. Cobban,7/25/1959,,,,43.10882,-104.36407,,,02/18/2014,Baculites eliasi,,Baculites eliasi
755,2711,1854,USA,WY,Niobrara,Cretaceous,Just beneath the tepee-butte limestone capping the Ant Hills,"Campanian, Upper. about 71.0 MY",NA,,"From the Ant Hills SW1/4 SE1/4 sec. 30, T. 37 N., R. 62 W.",Baculites eliasi,Baculites eliasi,W. A. Cobban,08/04/1958,,,,43.14888,-104.34839,,,02/18/2014,Baculites eliasi,,Baculites eliasi
777,2760,1965,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 36 - 61' below top of Kara member","Campanian, Upper. about 71.0 MY",NA,,"E1/2 NE1/4 NW1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1956",Baculites eliasi,,W. A. Cobban,08/06/1958,,Redbird Section,,43.26088,-104.27323,PP 393,,02/18/2014,Baculites eliasi,08/05/2012,Baculites eliasi
778,2761,1966,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from limestone concretions 37' above top of Kara member","Campanian, Upper. about 71.0 MY",NA,,"E1/2 NE1/4 NW1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1956",Baculites eliasi,Baculites eliasi,W. A. Cobban,08/06/1958,,Redbird Section,,43.26088,-104.27323,PP 393,,02/18/2014,Baculites eliasi,08/05/2013,Baculites eliasi
797,2794,1963,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 65' below top of Kara member","Campanian, Upper. about 71.0 MY",NA,,"NE1/4 NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1959",Baculites eliasi,,"J. R. Gill, W. J. Mapel, C. S. Robinson, H. A. Tourtelot",05/01/1958,"F-57-20D, F-58-18D",Redbird Section,,43.26886,-104.26839,PP 393,,02/18/2014,Baculites eliasi,RB-13,Baculites eliasi
798,2795,1964,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 50' below top of Kara member","Campanian, Upper. about 71.0 MY",NA,,"NE1/4 NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. Same locality as D1959",Baculites eliasi,,"J. R. Gill, W. J. Mapel, C. S. Robinson, H. A. Tourtelot",05/01/1958,"F-57-20D, F-58-18D",Redbird Section,,43.26886,-104.26839,PP 393,,02/18/2014,Baculites eliasi,RB-14,Baculites eliasi
799,2797,1969,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from a gray limestone concretions 53' above top of Kara member","Campanian, Upper. about 71.0 MY",NA,,"Near center of N1/2 NE1/4 NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo",Baculites eliasi,,W. A. Cobban,08/06/1958,,Redbird Section,,43.26931,-104.26838,PP 393,,02/18/2014,Baculites eliasi,,Baculites eliasi
813,2819,1957,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, same level as D1636","Campanian, Upper. about 71.0 MY",NA,,"SW1/4 SE1/4 NE1/4 sec.14, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites eliasi,,W. A. Cobban,08/06/1958,,Redbird Section,,43.27083,-104.26578,PP 393,,02/18/2014,Baculites eliasi,,Baculites eliasi
827,2846,1968,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, about same level as D1966","Campanian, Upper. about 71.0 MY",NA,,"SE1/4 SE1/4 SE1/4 SW1/4 sec. 14, T. 38 N., R. 62 W., Niobrara Co., Wyo. ",Baculites eliasi,,"J. R. Gill, W. J. Mapel, C. S. Robinson, H. A. Tourtelot",05/01/1958,"F-57-20D, F-58-18D",Redbird Section,,43.26361,-104.26321,PP 393,,02/18/2014,Baculites eliasi,RA-12,Baculites eliasi
881,2935,14114,USA,WY,Niobrara,Cretaceous,"Pierre Shale, about 30' above base of Kara Bewtonitic Member ","Campanian, Upper. about 71.0 MY",NA,,"NE1/4NE1/4 sec. 25, T. 39 N., R. 62 W.",Baculites eliasi,,I. Walaszczyk,2001,0,Bowen Flat  ,,43.33301,-104.24528,,,02/18/2014,Baculites eliasi,,Baculites eliasi
903,2982,1586,USA,WY,Weston,  Cretaceous,Pierre shale,"Campanian, Upper. about 71.0 MY",NA,,"Sec. 22, T. 41 N., R. 61 W. ",Baculites eliasi,,H. A. Tourtelot,1956,,,,43.51774,-104.17198,,,02/18/2014,Baculites eliasi,,Baculites eliasi
651,2376,13225,USA,WY,Weston,Jurassic,"Type Kara Member, about top of lower third","Campanian, Upper. about 71.0 MY",NA,,"NW1/4 sec. 2, T. 48 N., R. 67 W.",Baculites eliasi ,,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Osage SE ,,44.17639,-104.87674,,,02/18/2014,Baculites eliasi ,,Baculites eliasi 
749,2703,13224,USA,WY,Weston,Jurassic,Upper part of Kara Bentonitic Member of Pierre Shale ,"Campanian, Upper. about 71.0 MY",NA,,"SW1/4 NE1/4 SE1/4 sec. 12, T. 44 N., R. 63 W.",Baculites eliasi ,,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Osage SE ,,43.80606,-104.3637,,,02/18/2014,Baculites eliasi ,,Baculites eliasi 
753,2709,13223,USA,WY,Weston,Jurassic,Basal part of Kara Bentonitic Member of Pierre Shale ,"Campanian, Upper. about 71.0 MY",NA,,"SW1/4 sec. 19, T. 44 N., R. 62 W.",Baculites eliasi ,Neogastroplities haasi,"E. A. Merewether, W. A. Cobban ",9/24/1991,0,Osage SE ,,43.77653,-104.3522,,,02/18/2014,Baculites eliasi ,,Baculites eliasi 
2211,794,10835,USA,WY,Carbon,Cretaceous,"Lewis Shale, about 20' above base ",Maastrichtian,NA,,"SE1/4 sec. 14, T. 12 N., R. 89 W.",Baculites eliesi,,C.S.V. Barclay,1979,0,Grieve Reservoir  ,,41.00836,-107.36775,,,02/18/2014,Baculites eliesi,,Baculites eliesi
264,1005,2911,USA,WY,Niobrara,Upper Cretaceous,"Pierre Shale, 52-76 above base of Red Bird silty Member.",Campanian,NA,,"NE1/4 sec. 23, T. 38 N., R. 86 W.",Baculites gilberti,,W.A. Cobban,7/20/1958,0,,,43.25111,-107.12679,PP 393,,02/18/2014,Baculites gilberti,,Baculites gilberti
806,2808,1888,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 76' above base of Red Bird Silty Member",Campanian,NA,," NE1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo. ",Baculites gilberti,," Gill,  Mapel,  Robinson, Tourtelot",1958,"F-57-20D, F-58-18D",,,43.25917,-104.26715,PP 393,,02/18/2014,Baculites gilberti,A-6,Baculites gilberti
840,2874,1890,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, 76' above base of Red Bird Silty Member",Campanian,NA,," NW1/4 NW1/4 SW1/4 sec. 13, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites gilberti,," Gill,  Mapel,  Robinson, Tourtelot",1958,"F-57-20D, F-58-18D",,,43.26895,-104.26081,PP 393,,02/18/2014,Baculites gilberti,B-8,Baculites gilberti
895,2965,4455,USA,WY,Niobrara,Cretaceous,Mitten Member of Pierre Shale,Campanian,NA,,"North side of U.S. Highway 18, 1.0 mile SE of Mule Creek Giuncyion, near kenter of E line of sec. 8, T. 39 N., R. 61 W., Niobrara., Wyo.",Baculites gilberti,,W.A Cobban,07/07/1964,,,,43.37173,-104.20598,,,02/18/2014,Baculites gilberti,,Baculites gilberti
897,2968,4460,USA,WY,Niobrara,Cretaceous,Mitten Member of Pierre Shale,Campanian,NA,,"North side of U.S. Highway 18, 1.4 miles SE of Mule Creek Junction, near center of SW¼ sec. 9, T. 39 N., R. 61 W., Niobrara., Wyo.",Baculites gilberti,,W.A Cobban,07/07/1964,,,,43.36795,-104.20034,,,02/18/2014,Baculites gilberti,,Baculites gilberti
628,2288,395,USA,WY,Weston,Cretaceous,"Pierre shale, from gray limestone concretions in upper member","Maastrichtian, Lower. 70.15 MY",NA,,"4.5 miles southwest of Upton, in the NE1/4 sec. 18, T. 47 N., T. 68 W. ",Baculites grandis,Baculites grandis,"C. S. Robinson, W. J. Mapel",5/20/1955,MD-55-11D,,,44.05678,-105.06544,,,02/18/2014,Baculites grandis,,Baculites grandis
648,2369,396,USA,WY,Crook,Cretaceous,"Pierre shale, from gray limestone concretions near top of upper member","Maastrichtian, Lower. 70.15 MY",NA,,"3 miles east-northeast of Moorcroft, in the SE1/4 sec. 27, T. 50 N., R. 67 W.",Baculites grandis,Baculites grandis,W. J. Mapel,7/19/1955,0,,,44.28409,-104.88744,,,02/18/2014,Baculites grandis,,Baculites grandis
657,2383,407,USA,WY,Weston,Cretaceous,"Pierre shale, from gray limestone concretions in upper part of upper member","Maastrichtian, Lower. 70.15 MY",NA,,"7 miles southeast of Moorcroft, in sec. 2, T. 48 N., R. 67 W. ",Baculites grandis,Baculites grandis,"C. MacClintock, W. J. Mapel",8/23/1955,0,,,44.17089,-104.86975,,,02/18/2014,Baculites grandis,,Baculites grandis
660,2395,2159,USA,WY,Weston,Cretaceous,"Pierre shale, first limestone concretions below top","Maastrichtian, Lower. 70.15 MY",NA,,"Center N1/2 sec. 6, T. 48 N., R. 66 W.",Baculites grandis,,W. A. Cobban,7/22/1959,,,,44.17491,-104.82999,,,02/18/2014,Baculites grandis,,Baculites grandis
763,2729,13992,USA,WY,Weston,Cretaceous,"Pierre Shale, from lower part of Baculites grandis zone","Maastrichtian, Lower. 70.15 MY",NA,,"N1/2 sec. 10,T.42N.,R.62W.",Baculites grandis,,Cobban,08/03/1999,0,Morrisey NE  ,,43.63777,-104.29351,,,02/18/2014,Baculites grandis,,Baculites grandis
779,2763,2120,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from limestone concretions 277 - 287' below top","Maastrichtian, Lower. 70.15 MY",NA,,"NW1/4 NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W. Same locality as D1986",Baculites grandis,,W. A. Cobban,7/21/1959,,Red bird section,Bowen Flat,43.27132,-104.2731,PP 393,,02/18/2014,Baculites grandis,,Baculites grandis
803,2804,2119,USA,WY,Niobrara,Upper Cretaceous,"Pierre shale, from limestone concretions 363 - 418' below top","Maastrichtian, Lower. 70.15 MY",NA,,"NW1/4 SE1/4 sec. 14, T. 38 N., R. 62 W. Same locality as D1985",Baculites grandis,,W. A. Cobban,7/21/1959,,Red bird section,Bowen Flat,43.27129,-104.26804,PP 393,,02/18/2014,Baculites grandis,,Baculites grandis
805,2806,2914,USA,WY,Niobrara,Upper Cretaceous,"Pierre Shale, 260' below top.","Maastrichtian, Lower. 70.15 MY",NA,,"SW1/4NE1/4NW1/4NE1/4 sec. 23, T. 38 N., R. 62 W., Niobrara Co., Wyo.",Baculites grandis,,W.J. Mapel and others,1958,0,,,43.26125,-104.26786,PP 393,,02/18/2014,Baculites grandis,,Baculites grandis
808,2811,13922,USA,WY,Weston,Cretaceous ,"Pierre Shale, upper part","Maastrichtian, Lower. 70.15 MY",NA,,"NE1/4 sec. 26, T. 42 N., R. 62 W.",Baculites grandis,,W. A. Cobban ,10/21/1998,0,Morrisey SE   ,,43.59273,-104.26631,,,02/18/2014,Baculites grandis,,Baculites grandis
891,2961,13993,USA,WY,Weston,Cretaceous,"Pierre Shale, from gray limestone concretions in uppermost grandis zone and basal clinolobatus zone","Maastrichtian, Lower. 70.15 MY",NA,,"NE1/4SW1/4 sec. 29,T.43N.,R.61W.",Baculites grandis,,Cobban,08/03/1999,0,Owens  ,,43.67594,-104.21611,,,02/18/2014,Baculites grandis,,Baculites grandis
602,2165,1407,USA,WY,Albany,Cretaceous,Fox Hills sandstone,"Maastrichtian, Lower. 70.15 MY",NA,,"Northeast side of U. S. Highway 30 , 6.8 miles southeast of Rock River in SW¼SW¼SE¼ sec. 18, T. 20N., R. 75 W.",Baculites grandis ,Baculites grandis,"G.R. Scott, W. A. Cobban",5/31/1957,,Cooper Lake North,,41.7015,-105.85819,,,02/18/2014,Baculites grandis fauna,,Baculites grandis 
745,2697,13176,USA,WY,Weston,Cretaceous,"Pierre Shale, from small tepee limestone concretions overlying a bed of large brown limestone concretions ","Maastrichtian, Lower. 70.15 MY",NA,,"South side of Highway 450 in SE1/4 NW1/4 NE1/4 sec. 14, T. 44 N., R. 63 W.",Baculites grandis ,,Cobban,5/14/1991,0,,,43.7984,-104.38522,,,02/18/2014,Baculites grandis ,,Baculites grandis 
